label,n_interests,n_projects,interests,subj_1_name,subj_1_score,subj_2_name,subj_2_score,subj_3_name,subj_3_score,subj_4_name,subj_4_score,subj_5_name,subj_5_score,project_skills
WT,3,3,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,C++,37.3,Engineering Mathematics-IV,37.0,Data Structures and Algorithms,31.94424851036515,Computer Networks,25.3,Cryptography & Network Security,24.9,node|microcontroller|sensor|embedded|postgresql|esp32|wireless|arduino|raspberry pi|mqtt
DWM,2,2,Data Science & Analytics|Web Development,Database Management Systems,94.1,Automata Theory,89.3,IoT,81.1,Data Structures and Algorithms,79.6,Java,79.5,power bi|tableau|data warehouse|dashboard|mongodb|etl|data mining|analytics|bluetooth
CCS,1,4,Cloud & Distributed Systems,Full Stack Development,71.0,Software Engineering,68.6,Automata Theory,62.2,Microcontroller & Embedded Systems,57.4,Computer Networks,52.4,ci/cd|sensor|docker|aws|devops|serverless|fullstack|cloud|terraform
DWM,1,1,Data Science & Analytics,Data Structures and Algorithms,91.2,Engineering Mathematics-IV,90.9,Computer Networks,90.80225180317174,Software Engineering,89.5,Database Management Systems,86.9,power bi|mongodb|dashboard|docker|postgresql
DWM,1,2,Data Science & Analytics,Data Structures and Algorithms,79.7,Database Management Systems,70.0,Artificial Intelligence,66.9,Java,62.5,Full Stack Development,62.3,power bi|mongodb|dashboard|postgresql|analytics|sql|tableau
CCS,1,3,Web Development,Software Engineering,73.2,C++,73.0,Automata Theory,69.0,Artificial Intelligence,67.8,Full Stack Development,67.1,kubernetes|gpio|ci/cd|data warehouse|docker|aws|devops|serverless|fullstack|cloud
ML,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Software Engineering,59.2,IoT,43.1,Cryptography & Network Security,41.0,Engineering Mathematics-III,40.7,Automata Theory,40.5,nlp|keras
WT,4,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems|Data Science & Analytics,Computer Networks,85.9,Cryptography & Network Security,85.5,Full Stack Development,78.3,Operating Systems,76.6,Data Structures and Algorithms,75.99234598033179,microcontroller|gpio|sensor|embedded|esp32|sql|raspberry pi|mqtt|bluetooth
ML,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Python,71.5,Data Structures and Algorithms,70.7,Full Stack Development,66.5,Software Engineering,61.8,Digital Logic & Design,54.9,sklearn|machine learning|pandas|deep learning|neural network
WT,3,2,Data Science & Analytics|Network & Wireless Systems|Mobile & IoT Development,Microcontroller & Embedded Systems,70.3,Engineering Mathematics-IV,69.8,Data Structures and Algorithms,66.1,Software Engineering,63.4,C++,61.2,microcontroller|iot|embedded|wireless|arduino|raspberry pi|mqtt
DWM,1,1,Data Science & Analytics,Design & Analysis of Algorithms,75.1,Python,73.8,Database Management Systems,71.4,C++,69.3,IoT,66.5,tableau|analytics|etl
CCS,1,2,Web Development,Full Stack Development,95.1,Computer Networks,89.13959175269243,Operating Systems,88.7,Digital Logic & Design,86.6,Automata Theory,84.0,node|kubernetes|power bi|ci/cd|azure|devops|serverless|fullstack|terraform
DWM,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,58.4,Cryptography & Network Security,57.6,Microcontroller & Embedded Systems,57.204360143071995,Operating Systems,46.1,Digital Logic & Design,41.0,power bi|numpy|data warehouse|postgresql|etl|data mining|analytics|sql
ML,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Engineering Mathematics-III,70.3,Python,63.9,Computer Networks,63.5,Digital Logic & Design,63.1,C++,62.8,numpy|classification|pandas|pytorch|regression|python|nlp
WT,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-III,59.7,Design & Analysis of Algorithms,58.5,Artificial Intelligence,53.3,Microcontroller & Embedded Systems,50.9,Operating Systems,48.1,microcontroller|embedded|esp32|arduino|bluetooth
WT,2,2,Network & Wireless Systems|Mobile & IoT Development,Computer Networks,89.1,Digital Logic & Design,75.9,Microcontroller & Embedded Systems,73.4,Cryptography & Network Security,71.8,IoT,70.5,microcontroller|numpy|gpio|sensor|iot|embedded|esp32|arduino|wireless
ML,1,3,Artificial Intelligence & Machine Learning,Artificial Intelligence,67.5,Computer Networks,57.26426739372174,Design & Analysis of Algorithms,56.8,Microcontroller & Embedded Systems,55.08554909085197,Cryptography & Network Security,55.0,sklearn|numpy|pytorch|pandas|tensorflow|keras|analytics|neural network|regression|nlp
WT,1,2,Network & Wireless Systems,Operating Systems,71.8,Software Engineering,65.3,Database Management Systems,55.07681706628059,Cryptography & Network Security,51.1,Microcontroller & Embedded Systems,49.2,microcontroller|gpio|sensor|esp32|arduino|react|wireless
ML,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,58.6,Engineering Mathematics-III,57.9,Operating Systems,53.9,Computer Networks,46.4,Automata Theory,45.2,machine learning|tensorflow|pandas|keras|pytorch
ML,3,3,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Full Stack Development,91.3,Operating Systems,79.2,Data Structures and Algorithms,68.1,Python,62.9,Java,61.6,sklearn|power bi|numpy|classification|machine learning|tensorflow|pandas|deep learning|pytorch|regression
CCS,3,3,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Full Stack Development,62.6,Artificial Intelligence,61.3,Microcontroller & Embedded Systems,57.04191042010628,Engineering Mathematics-IV,50.9,Operating Systems,50.8,kubernetes|numpy|docker|azure|devops|serverless|fullstack|cloud
WT,1,2,Network & Wireless Systems,Cryptography & Network Security,89.8,Database Management Systems,77.3,Automata Theory,77.1,Java,75.0,Artificial Intelligence,73.4,sensor|iot|embedded|esp32|arduino|raspberry pi|bluetooth
WT,2,1,Mobile & IoT Development|Network & Wireless Systems,Database Management Systems,79.5,Design & Analysis of Algorithms,73.9,Java,69.9,Artificial Intelligence,67.8,IoT,66.7,raspberry pi|gpio|wireless
WT,2,4,Network & Wireless Systems|Mobile & IoT Development,IoT,75.2,Operating Systems,64.9,Microcontroller & Embedded Systems,60.1,Computer Networks,51.6,Python,50.8,microcontroller|gpio|sensor|wireless|arduino|esp32|raspberry pi|mqtt|bluetooth
CCS,1,2,Cloud & Distributed Systems,Artificial Intelligence,87.93343130840842,Computer Networks,86.5,Automata Theory,82.6,Software Engineering,80.9,Design & Analysis of Algorithms,74.9,ci/cd|docker|fullstack|azure|devops|serverless|react|cloud|terraform|bluetooth
WT,3,3,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,IoT,97.5,Cryptography & Network Security,89.2,Digital Logic & Design,85.5,Microcontroller & Embedded Systems,84.8,Operating Systems,81.6,sensor|iot|pandas|embedded|dashboard|wireless|arduino|raspberry pi|mqtt|bluetooth
ML,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Database Management Systems,82.1,Automata Theory,72.4,Python,68.1,Data Structures and Algorithms,67.7,Design & Analysis of Algorithms,66.4,sklearn|numpy|neural network|classification|tensorflow|pytorch
ML,2,0,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,65.13748930920683,Full Stack Development,49.9,Python,47.6,Cryptography & Network Security,44.6,Operating Systems,41.2,
WT,3,1,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Computer Networks,61.1,Data Structures and Algorithms,58.1,Operating Systems,55.7,Microcontroller & Embedded Systems,55.1,Automata Theory,54.5,microcontroller|gpio|wireless|esp32|bluetooth
CCS,2,2,Web Development|Cloud & Distributed Systems,Full Stack Development,41.5,Computer Networks,39.0,IoT,24.4,Engineering Mathematics-IV,20.6,Software Engineering,16.2,ci/cd|docker|deep learning|azure|serverless|react|terraform
WT,2,3,Mobile & IoT Development|Cloud & Distributed Systems,Digital Logic & Design,88.7,IoT,82.3,Design & Analysis of Algorithms,78.9,Engineering Mathematics-III,77.8,Artificial Intelligence,76.69517529976852,iot|sensor|embedded|esp32|wireless|arduino|raspberry pi|mqtt|bluetooth
CCS,2,2,Cloud & Distributed Systems|Data Science & Analytics,Full Stack Development,77.2,Java,75.5,Data Structures and Algorithms,72.4,Python,64.7,Design & Analysis of Algorithms,63.2,kubernetes|docker|azure|aws|serverless|cloud|terraform
CCS,1,3,Cloud & Distributed Systems,Design & Analysis of Algorithms,93.7,Computer Networks,86.9,Engineering Mathematics-III,86.4,Software Engineering,85.5,Database Management Systems,84.6,kubernetes|ci/cd|docker|fullstack|azure|aws|devops|react
DWM,2,2,Data Science & Analytics|Cloud & Distributed Systems,Python,72.5,Engineering Mathematics-III,71.0,Artificial Intelligence,69.7,Full Stack Development,69.5,Cryptography & Network Security,69.0,power bi|mongodb|dashboard|postgresql|etl|sql|tableau
DWM,1,1,Data Science & Analytics,Design & Analysis of Algorithms,67.2,C++,63.4,Digital Logic & Design,61.4,Data Structures and Algorithms,59.5,Microcontroller & Embedded Systems,55.8,power bi|mongodb|analytics|react
WT,3,1,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Computer Networks,92.31861362794665,IoT,85.8,Software Engineering,85.0,Engineering Mathematics-III,78.4,Full Stack Development,77.7259391996142,microcontroller|gpio|sensor|dashboard|esp32|arduino|bluetooth
WT,2,2,Web Development|Network & Wireless Systems,Automata Theory,78.9,Computer Networks,72.8,Database Management Systems,69.62468272780545,Python,60.1,Engineering Mathematics-IV,58.2,microcontroller|gpio|sensor|embedded|etl|raspberry pi|mqtt
ML,3,1,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Full Stack Development,89.7,Data Structures and Algorithms,84.5,Operating Systems,84.5,Engineering Mathematics-III,82.5,Artificial Intelligence,81.1,sklearn|classification|tensorflow|keras|neural network
CCS,1,2,Web Development,Automata Theory,71.8,Operating Systems,68.4,Cryptography & Network Security,61.0,Python,59.8,Computer Networks,58.5,node|power bi|aws|devops|serverless|react|terraform
ML,1,1,Data Science & Analytics,Cryptography & Network Security,82.1,Operating Systems,81.7,Automata Theory,79.1,Python,73.4,Engineering Mathematics-IV,71.6,regression|numpy|keras
CCS,3,2,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Data Structures and Algorithms,72.0,Full Stack Development,64.8,Java,58.8,Computer Networks,58.4,Database Management Systems,51.5,kubernetes|docker|azure|aws|data mining|devops|serverless|terraform
DWM,2,2,Data Science & Analytics|Mobile & IoT Development,Full Stack Development,70.4,Computer Networks,68.4,Python,66.6,Design & Analysis of Algorithms,65.1,Software Engineering,57.8,power bi|mongodb|dashboard|data warehouse|postgresql|etl|analytics|tableau
CCS,2,2,Cloud & Distributed Systems|Web Development,Engineering Mathematics-IV,45.3,C++,42.8,Automata Theory,40.9,Python,34.9,Design & Analysis of Algorithms,34.7,node|azure|serverless|fullstack|cloud|deep learning
ML,4,1,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems|Network & Wireless Systems,Artificial Intelligence,70.6,Digital Logic & Design,65.4,Engineering Mathematics-IV,64.7,Cryptography & Network Security,61.9,Data Structures and Algorithms,59.0,neural network|numpy|tensorflow|keras
DWM,1,3,Data Science & Analytics,C++,34.0,Microcontroller & Embedded Systems,33.3,Automata Theory,30.1,Data Structures and Algorithms,29.8,Computer Networks,29.8,power bi|data warehouse|mongodb|dashboard|postgresql|etl|data mining|analytics|raspberry pi|tableau
CCS,2,1,Cloud & Distributed Systems|Web Development,Database Management Systems,61.1,Microcontroller & Embedded Systems,39.5,Digital Logic & Design,36.7,Artificial Intelligence,36.5,C++,35.5,node|kubernetes|aws|fullstack|cloud
DWM,1,1,Data Science & Analytics,Data Structures and Algorithms,100.0,Database Management Systems,98.3,Engineering Mathematics-III,97.1,Computer Networks,94.5,Artificial Intelligence,92.1,power bi|mongodb|dashboard|data warehouse|etl|react|tableau
DWM,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Operating Systems,84.2,Database Management Systems,81.0,Data Structures and Algorithms,78.7,Python,78.4,Computer Networks,76.9,power bi|mongodb|dashboard|data warehouse|postgresql|etl|analytics|fullstack|sql|tableau
WT,3,1,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Digital Logic & Design,86.2,Data Structures and Algorithms,74.4,Design & Analysis of Algorithms,68.3,Engineering Mathematics-IV,66.4,Artificial Intelligence,61.8,microcontroller|iot|embedded|raspberry pi|bluetooth
ML,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Artificial Intelligence,58.1,Full Stack Development,55.0,Database Management Systems,54.86462564327935,Java,52.8,Python,52.7,sklearn|numpy|classification|gpio|machine learning|tensorflow|pandas|regression
WT,2,2,Mobile & IoT Development|Cloud & Distributed Systems,Computer Networks,73.9,Software Engineering,71.4,Database Management Systems,68.3,Design & Analysis of Algorithms,62.5,IoT,62.3,microcontroller|gpio|iot|embedded|esp32|arduino|deep learning|raspberry pi|mqtt
WT,2,1,Mobile & IoT Development|Network & Wireless Systems,Computer Networks,88.3,Software Engineering,86.4,Design & Analysis of Algorithms,83.6,IoT,76.5,Digital Logic & Design,74.9,mqtt|bluetooth
DWM,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,81.84837134713685,Computer Networks,77.9,Full Stack Development,73.6,Automata Theory,68.8,Java,65.1,power bi|data warehouse|mongodb|sensor|dashboard|postgresql|etl|analytics|sql|python
WT,2,2,Mobile & IoT Development|Network & Wireless Systems,Computer Networks,87.8,Engineering Mathematics-III,86.1,Java,80.5,Digital Logic & Design,75.3,Design & Analysis of Algorithms,73.6,microcontroller|gpio|machine learning|sensor|embedded|wireless|arduino|raspberry pi|mqtt|bluetooth
WT,3,3,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,89.1,Digital Logic & Design,87.9,Software Engineering,86.8,Data Structures and Algorithms,86.0,Database Management Systems,85.0,iot|sensor|data warehouse|embedded|wireless|arduino|raspberry pi|mqtt|bluetooth
ML,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Design & Analysis of Algorithms,46.0,C++,45.8,Database Management Systems,45.4,Python,43.2,Artificial Intelligence,40.0,power bi|pytorch|tensorflow|neural network|nlp
DWM,2,0,Data Science & Analytics|Web Development,Engineering Mathematics-III,100.0,Database Management Systems,100.0,Digital Logic & Design,100.0,C++,100.0,Cryptography & Network Security,100.0,
DWM,1,2,Data Science & Analytics,Database Management Systems,58.5,Design & Analysis of Algorithms,57.1,Data Structures and Algorithms,55.6,Computer Networks,55.4,Software Engineering,50.9,data warehouse|sensor|postgresql|etl|data mining|sql|analytics|tableau
ML,1,2,Artificial Intelligence & Machine Learning,Database Management Systems,73.9,Full Stack Development,54.7,Python,49.8,Digital Logic & Design,49.3,Automata Theory,48.0,classification|machine learning|pandas|embedded|serverless|neural network|python|nlp
CCS,2,1,Web Development|Cloud & Distributed Systems,Operating Systems,94.0,Software Engineering,77.3,Digital Logic & Design,76.8,Database Management Systems,63.6,Computer Networks,58.0,docker|devops|serverless
CCS,2,3,Web Development|Network & Wireless Systems,Database Management Systems,60.2,Full Stack Development,48.8,Computer Networks,42.2,Software Engineering,40.3,Digital Logic & Design,39.7,sklearn|kubernetes|react|docker|devops|serverless|fullstack|cloud|terraform
ML,1,2,Artificial Intelligence & Machine Learning,Operating Systems,74.6,Python,74.1,Software Engineering,72.9,Data Structures and Algorithms,72.6,Artificial Intelligence,62.6,classification|iot|pytorch|pandas|tensorflow|keras|etl|deep learning|neural network|regression
WT,2,3,Network & Wireless Systems|Mobile & IoT Development,Java,59.7,Computer Networks,53.1,Database Management Systems,48.5,Engineering Mathematics-IV,47.5,Cryptography & Network Security,46.8,microcontroller|gpio|iot|sensor|embedded|esp32|wireless|mqtt|python|bluetooth
ML,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Engineering Mathematics-III,70.7,Digital Logic & Design,62.7,Cryptography & Network Security,60.6,Computer Networks,56.5,Automata Theory,56.2,neural network|machine learning|pytorch|pandas|deep learning|regression|nlp
ML,1,2,Data Science & Analytics,Artificial Intelligence,77.0,Cryptography & Network Security,77.0,Database Management Systems,71.4,Design & Analysis of Algorithms,69.2,Python,63.7,sklearn|classification|tensorflow|keras|deep learning|regression|python|nlp
WT,3,4,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Automata Theory,71.1,Computer Networks,64.0,Design & Analysis of Algorithms,58.8,Artificial Intelligence,52.1,Operating Systems,51.9,microcontroller|tableau|ci/cd|iot|sensor|embedded|devops|wireless|arduino|esp32
WT,3,0,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Digital Logic & Design,100.0,Operating Systems,100.0,Microcontroller & Embedded Systems,100.0,Java,100.0,IoT,100.0,
DWM,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Data Structures and Algorithms,100.0,Database Management Systems,100.0,Engineering Mathematics-IV,97.8,C++,97.5,Design & Analysis of Algorithms,96.4,power bi|mongodb|postgresql|data mining|sql|tableau
ML,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,Python,100.0,Cryptography & Network Security,97.4,Engineering Mathematics-IV,96.4,Engineering Mathematics-III,95.1,Database Management Systems,93.3,numpy|neural network|classification|machine learning|tensorflow|pandas|keras|devops|deep learning|pytorch
DWM,2,3,Data Science & Analytics|Web Development,Software Engineering,56.7,Engineering Mathematics-III,54.9,C++,53.0,Automata Theory,44.6,Data Structures and Algorithms,44.3,mongodb|dashboard|postgresql|etl|data mining|azure|tableau
WT,3,4,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,100.0,Design & Analysis of Algorithms,82.8,Microcontroller & Embedded Systems,82.5,Engineering Mathematics-IV,79.3,Full Stack Development,77.76779817738262,microcontroller|gpio|iot|sensor|dashboard|embedded|esp32|arduino|wireless|mqtt
DWM,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,74.1,Computer Networks,73.7,Engineering Mathematics-III,59.8,Engineering Mathematics-IV,59.3,Artificial Intelligence,54.1,power bi|mongodb|postgresql|etl|data mining|analytics|tableau
CCS,2,1,Cloud & Distributed Systems|Web Development,Computer Networks,86.0,C++,71.5,Digital Logic & Design,69.9,Design & Analysis of Algorithms,68.4,Artificial Intelligence,66.8,node|react|fullstack|regression|terraform
WT,2,1,Mobile & IoT Development|Network & Wireless Systems,IoT,61.0,Data Structures and Algorithms,56.9,Design & Analysis of Algorithms,46.0,Digital Logic & Design,42.4,Artificial Intelligence,40.0,gpio|embedded|esp32|bluetooth
DWM,1,3,Data Science & Analytics,Python,89.8,IoT,77.8,Digital Logic & Design,73.5,Cryptography & Network Security,71.7,Artificial Intelligence,68.3,power bi|etl|data mining|sql|tableau
CCS,3,2,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Python,79.19855221331585,Database Management Systems,75.2,Engineering Mathematics-IV,71.6,Operating Systems,68.9,Cryptography & Network Security,68.2,kubernetes|raspberry pi|docker|azure|aws|serverless|react|cloud
WT,1,2,Mobile & IoT Development,Microcontroller & Embedded Systems,67.0,Database Management Systems,64.9,Computer Networks,62.4,C++,62.1,Operating Systems,61.9,gpio|sensor|iot|embedded|wireless|arduino|pytorch|raspberry pi|mqtt|bluetooth
CCS,2,3,Web Development|Cloud & Distributed Systems,Engineering Mathematics-IV,64.8,Cryptography & Network Security,64.5,Database Management Systems,60.8,Operating Systems,57.7,Microcontroller & Embedded Systems,57.338863638340854,node|kubernetes|gpio|mongodb|fullstack|azure|aws|serverless|wireless|react
CCS,1,4,Web Development,Java,82.2,Design & Analysis of Algorithms,79.3,Full Stack Development,78.9,Cryptography & Network Security,73.1,Automata Theory,68.3,node|docker|azure|aws|devops|fullstack|terraform
DWM,1,1,Data Science & Analytics,Database Management Systems,91.9,Engineering Mathematics-IV,76.0,IoT,75.0,Full Stack Development,73.3,Python,70.6,postgresql|analytics|etl
ML,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Network & Wireless Systems,Engineering Mathematics-IV,62.7,Cryptography & Network Security,59.5,Data Structures and Algorithms,55.9,Operating Systems,47.2,Artificial Intelligence,47.0,numpy|classification|pandas|postgresql|keras|deep learning|pytorch
DWM,2,2,Data Science & Analytics|Cloud & Distributed Systems,Full Stack Development,43.4,Engineering Mathematics-III,43.1,Data Structures and Algorithms,38.4,Computer Networks,31.3,Engineering Mathematics-IV,27.8,power bi|mongodb|data warehouse|etl|analytics|sql|tableau
WT,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Operating Systems,79.8,Software Engineering,73.5,Java,68.5,Microcontroller & Embedded Systems,67.5,Engineering Mathematics-IV,59.9,iot|data warehouse|embedded|wireless|arduino|raspberry pi|mqtt|bluetooth
CCS,2,1,Cloud & Distributed Systems|Web Development,Java,67.9,Automata Theory,57.4,Data Structures and Algorithms,55.4,IoT,53.2,Operating Systems,52.4,kubernetes|docker|aws|serverless|react|bluetooth
DWM,1,2,Data Science & Analytics,Automata Theory,70.0,Data Structures and Algorithms,69.2,Engineering Mathematics-IV,61.0,Database Management Systems,59.9,Microcontroller & Embedded Systems,58.7,power bi|mongodb|postgresql|data mining|sql|analytics|tableau
WT,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Cryptography & Network Security,75.4,Data Structures and Algorithms,72.07899640786381,Design & Analysis of Algorithms,70.9,Operating Systems,70.0,Database Management Systems,69.55889167284987,microcontroller|gpio|iot|sensor|embedded|esp32|raspberry pi|mqtt|bluetooth
ML,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Artificial Intelligence,63.4,Digital Logic & Design,62.8,C++,51.4,Python,47.7,IoT,47.1,numpy|tensorflow|pandas|keras|wireless|regression|python|nlp
CCS,1,2,Cloud & Distributed Systems,Software Engineering,75.1,Computer Networks,54.6,C++,51.0,Engineering Mathematics-IV,48.0,Java,44.9,node|kubernetes|react|ci/cd|docker|azure|devops|serverless|fullstack|terraform
CCS,1,2,Web Development,Engineering Mathematics-III,100.0,Database Management Systems,100.0,Full Stack Development,100.0,Software Engineering,97.9,Microcontroller & Embedded Systems,91.3,kubernetes|mongodb|docker|azure|aws|devops|serverless|cloud|terraform
WT,2,2,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,94.1,Cryptography & Network Security,75.3,Python,72.54302492936152,IoT,68.8,Database Management Systems,65.1,sensor|gpio|embedded|wireless
CCS,2,2,Web Development|Artificial Intelligence & Machine Learning,Database Management Systems,68.4955324831929,Computer Networks,63.5,Software Engineering,54.9,Cryptography & Network Security,53.6,Artificial Intelligence,48.2,node|kubernetes|ci/cd|sensor|azure|serverless|fullstack|cloud|terraform
CCS,2,1,Cloud & Distributed Systems|Data Science & Analytics,Computer Networks,79.0,Full Stack Development,76.0,Automata Theory,72.0,Cryptography & Network Security,71.5,C++,70.0,azure|devops
DWM,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,Full Stack Development,94.99590249118299,Database Management Systems,92.4,Engineering Mathematics-IV,79.4,Data Structures and Algorithms,76.8,Python,74.4,power bi|data warehouse|dashboard|postgresql|etl|data mining|sql|analytics|tableau
DWM,2,0,Data Science & Analytics|Web Development,Database Management Systems,98.1,Software Engineering,97.7,Data Structures and Algorithms,96.6,Digital Logic & Design,94.8,Design & Analysis of Algorithms,93.8,
ML,2,4,Artificial Intelligence & Machine Learning|Network & Wireless Systems,Engineering Mathematics-III,100.0,Data Structures and Algorithms,91.8,Operating Systems,90.5,Python,88.7,Software Engineering,83.4,sklearn|machine learning|pytorch|pandas|keras|deep learning|neural network|regression|mqtt|python
DWM,2,1,Data Science & Analytics|Cloud & Distributed Systems,C++,68.9,Computer Networks,66.5,Engineering Mathematics-IV,63.6,Engineering Mathematics-III,58.9,Java,55.7,power bi|machine learning|dashboard|etl|data mining|analytics|tableau
WT,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,IoT,100.0,Java,90.3,Full Stack Development,88.1,Computer Networks,84.9,Operating Systems,81.5,gpio|sensor|embedded|arduino|raspberry pi|mqtt|bluetooth
CCS,3,2,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Python,90.36770111770637,Artificial Intelligence,83.49097841523697,Computer Networks,83.2,C++,81.7,Engineering Mathematics-III,78.8,node|kubernetes|react|azure|serverless|fullstack|terraform
ML,2,1,Data Science & Analytics|Web Development,Data Structures and Algorithms,46.6,Python,39.3,Database Management Systems,35.6,Engineering Mathematics-IV,34.6,Automata Theory,32.5,regression|classification|wireless
DWM,1,2,Data Science & Analytics,Database Management Systems,100.0,Engineering Mathematics-IV,88.0,Full Stack Development,87.9,Data Structures and Algorithms,86.8,Engineering Mathematics-III,86.5,mongodb|dashboard|postgresql|sql|analytics|raspberry pi
CCS,3,1,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Digital Logic & Design,54.1,Java,49.9,Full Stack Development,48.4,Engineering Mathematics-III,48.0,Engineering Mathematics-IV,41.5,azure|aws|devops
WT,2,2,Mobile & IoT Development|Cloud & Distributed Systems,Database Management Systems,100.0,Software Engineering,93.6,Digital Logic & Design,93.0,IoT,92.9,Java,90.8,microcontroller|gpio|sensor|iot|esp32|arduino|wireless|tableau
DWM,1,4,Data Science & Analytics,Database Management Systems,99.6,Cryptography & Network Security,99.1,Engineering Mathematics-III,95.7,Python,94.58857389392017,Automata Theory,87.5,power bi|mongodb|data warehouse|dashboard|sensor|etl|data mining|sql|analytics|tableau
CCS,1,4,Web Development,C++,87.7,Engineering Mathematics-III,82.4,Operating Systems,82.1,Database Management Systems,80.3,Data Structures and Algorithms,78.5,node|kubernetes|ci/cd|pandas|fullstack|devops|react|cloud|terraform
ML,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Python,93.2,Artificial Intelligence,86.5,Data Structures and Algorithms,86.4,Full Stack Development,84.8,Engineering Mathematics-III,83.3,sklearn|tableau|classification|neural network|machine learning|tensorflow|keras|deep learning|pytorch|regression
DWM,1,3,Data Science & Analytics,Engineering Mathematics-III,83.4,Cryptography & Network Security,71.4,Automata Theory,66.4,Software Engineering,61.3,Database Management Systems,60.8,power bi|postgresql|etl|keras|data mining|sql|analytics|terraform|tableau
ML,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Engineering Mathematics-IV,73.6,Artificial Intelligence,67.1,Python,57.9,IoT,52.1,Cryptography & Network Security,52.0,sklearn|numpy|neural network|classification|machine learning|terraform|microcontroller|pandas|pytorch|regression
DWM,1,3,Data Science & Analytics,Python,71.8,Computer Networks,71.0,Software Engineering,68.2,Data Structures and Algorithms,65.5,Automata Theory,64.2,mongodb|dashboard|data warehouse|postgresql|etl|analytics|tableau
DWM,1,2,Data Science & Analytics,Digital Logic & Design,71.7,Operating Systems,51.7,Data Structures and Algorithms,50.5,Python,47.4,Engineering Mathematics-IV,42.7,power bi|data warehouse|dashboard|mongodb|postgresql|etl|data mining|sql
WT,2,2,Mobile & IoT Development|Network & Wireless Systems,Computer Networks,72.6,Microcontroller & Embedded Systems,57.4,Software Engineering,55.1,Java,53.4,Database Management Systems,50.1,embedded|esp32|wireless|arduino|raspberry pi
CCS,1,2,Cloud & Distributed Systems,Artificial Intelligence,65.5,Python,63.7,Full Stack Development,54.0,IoT,50.8,Engineering Mathematics-III,47.4,react|docker|azure|aws|devops|sql|fullstack
CCS,2,4,Web Development|Cloud & Distributed Systems,Full Stack Development,64.9,Data Structures and Algorithms,59.4,Computer Networks,52.1,Database Management Systems,46.7,Operating Systems,45.7,node|ci/cd|docker|fullstack|azure|aws|devops|serverless|react|cloud
CCS,2,1,Web Development|Cloud & Distributed Systems,Computer Networks,89.9,Cryptography & Network Security,84.8,Design & Analysis of Algorithms,82.0,Engineering Mathematics-IV,81.5,Full Stack Development,76.8,azure|kubernetes|terraform|react
