label,n_interests,n_projects,interests,subj_1_name,subj_1_score,subj_2_name,subj_2_score,subj_3_name,subj_3_score,subj_4_name,subj_4_score,subj_5_name,subj_5_score,project_skills
EAM,2,1,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,66.0,Full Stack Development,58.8,Operating Systems,44.8,Cryptography & Network Security,40.4,Engineering Mathematics-III,37.2,monitoring|iot|efficiency|hvac|energy
EAM,3,3,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Data Structures and Algorithms,72.0,Java,65.6,Engineering Mathematics-III,59.7,Microcontroller & Embedded Systems,55.7,IoT,51.8,audit|solar|monitoring|power|sensor|efficiency|hvac|renewable|energy|encryption
CSL,1,4,Network & Wireless Systems,Cryptography & Network Security,75.9,C++,74.5,Data Structures and Algorithms,71.4,Java,62.5,IoT,57.0,vulnerability|supply chain|authentication|phishing|security|cyber|firewall|network security|risk|forensics
CSL,2,4,Network & Wireless Systems|Cloud & Distributed Systems,Software Engineering,75.9,Database Management Systems,72.4,Java,70.0,Engineering Mathematics-III,68.6,Automata Theory,63.2,power|authentication|phishing|security|cyber|network security|forensics
CSL,2,3,Network & Wireless Systems|Web Development,Computer Networks,79.4,Cryptography & Network Security,77.2,Java,65.7,Python,63.8,Microcontroller & Embedded Systems,62.8,vulnerability|fault tree|authentication|phishing|security|cyber|firewall|network security|forensics|encryption
EAM,1,2,Mobile & IoT Development,Engineering Mathematics-III,84.3,Microcontroller & Embedded Systems,83.4,Database Management Systems,81.1,Software Engineering,80.5,Python,78.7,audit|kpi|power|iot|efficiency|hvac
RE,1,4,Network & Wireless Systems,Microcontroller & Embedded Systems,56.3,Database Management Systems,52.6,Engineering Mathematics-III,46.5,IoT,46.5,Cryptography & Network Security,45.8,weibull|supply chain|fault tree|statistics|quality|simulation|fmea|testing|probability|risk
RE,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Digital Logic & Design,68.8,Engineering Mathematics-III,61.8,Database Management Systems,53.8,Artificial Intelligence,53.6,Data Structures and Algorithms,52.1,quality|simulation
RE,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-IV,95.9,Engineering Mathematics-III,94.0,Microcontroller & Embedded Systems,93.3,Data Structures and Algorithms,92.6,Cryptography & Network Security,90.0,ecommerce|statistics|quality|simulation|fmea|testing|probability|risk|reliability
CSL,3,2,Network & Wireless Systems|Cloud & Distributed Systems|Web Development,Design & Analysis of Algorithms,100.0,Cryptography & Network Security,100.0,Computer Networks,98.9,Operating Systems,97.6,Engineering Mathematics-IV,96.6,vulnerability|monitoring|phishing|cyber|firewall|network security|forensics|encryption
RE,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Digital Logic & Design,67.3,C++,66.3,Cryptography & Network Security,66.0,Software Engineering,64.9,Computer Networks,60.9,weibull|audit|statistics|quality|testing|probability|reliability
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Data Structures and Algorithms,73.2,Design & Analysis of Algorithms,63.7,Artificial Intelligence,63.4,Digital Logic & Design,62.3,Microcontroller & Embedded Systems,60.6,vulnerability|simulation|phishing|cyber
OR,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Engineering Mathematics-IV,100.0,Automata Theory,86.5,Data Structures and Algorithms,83.1,Java,83.0,Design & Analysis of Algorithms,74.4,simplex|simulation|queuing|inventory|optimization|scipy
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Automata Theory,81.2,C++,74.9,Java,74.3,Engineering Mathematics-IV,70.9,Data Structures and Algorithms,68.5,supply chain|simplex|scheduling|simulation|linear programming|queuing|inventory|optimization|scipy
EAM,1,3,Mobile & IoT Development,Python,100.0,Engineering Mathematics-IV,93.9,Data Structures and Algorithms,90.5,IoT,90.0,Engineering Mathematics-III,89.7,audit|solar|monitoring|power|iot|sensor|linear programming|hvac|renewable|energy
EAM,1,0,Mobile & IoT Development,Data Structures and Algorithms,78.7,Database Management Systems,77.2,Microcontroller & Embedded Systems,74.8,Software Engineering,72.6,IoT,72.1,
OR,1,4,Data Science & Analytics,Automata Theory,91.9,Engineering Mathematics-IV,90.3,Data Structures and Algorithms,82.5,Artificial Intelligence,81.0,Engineering Mathematics-III,79.0,simplex|supply chain|scheduling|simulation|queuing|optimization|inventory
DBM,2,2,Web Development|Cloud & Distributed Systems,IoT,67.5,Full Stack Development,66.3,Java,63.9,Engineering Mathematics-IV,61.1,Database Management Systems,57.2,ecommerce|react|digital marketing|dashboard|agile|crm|analytics|probability|seo|web
EAM,1,0,Mobile & IoT Development,IoT,55.7,Digital Logic & Design,55.5,Full Stack Development,38.4,Software Engineering,32.1,Engineering Mathematics-III,30.5,
DBM,1,1,Web Development,Engineering Mathematics-III,91.3,Full Stack Development,90.1,Engineering Mathematics-IV,86.6,Java,86.0,Data Structures and Algorithms,83.5,web|agile|digital marketing
EAM,1,4,Mobile & IoT Development,Python,85.4,IoT,77.6,Operating Systems,75.4,Cryptography & Network Security,73.88389396183017,Data Structures and Algorithms,71.8,audit|solar|monitoring|power|iot|sensor|efficiency|hvac|renewable|react
OR,1,3,Data Science & Analytics,Design & Analysis of Algorithms,80.5,Engineering Mathematics-IV,78.2,IoT,76.0,Operating Systems,75.1,Digital Logic & Design,73.2,supply chain|scheduling|simulation|linear programming|inventory|optimization|scipy
RE,1,2,Network & Wireless Systems,Engineering Mathematics-IV,83.3,Computer Networks,81.0,Operating Systems,79.3,Software Engineering,78.5,C++,78.4,weibull|fault tree|statistics|quality|simulation|testing|risk|reliability
RE,2,4,Network & Wireless Systems|Data Science & Analytics,Python,53.1,Artificial Intelligence,48.9,Computer Networks,48.8,Database Management Systems,47.1,IoT,37.2,weibull|fault tree|statistics|quality|simulation|testing|fmea|probability|risk
DBM,2,1,Web Development|Data Science & Analytics,Engineering Mathematics-IV,58.334344277126284,Software Engineering,51.4,Engineering Mathematics-III,39.040492195899674,Data Structures and Algorithms,36.9,Database Management Systems,36.7,kpi|digital marketing|seo|web|encryption
CSL,1,4,Network & Wireless Systems,Computer Networks,81.0,Microcontroller & Embedded Systems,64.5,Cryptography & Network Security,58.1,Engineering Mathematics-IV,57.9,Python,57.4,authentication|phishing|security|cyber|inventory|network security|forensics|web|encryption
DBM,3,2,Data Science & Analytics|Cloud & Distributed Systems|Mobile & IoT Development,Artificial Intelligence,100.0,Full Stack Development,100.0,Database Management Systems,91.1,Python,86.4,Computer Networks,85.6,kpi|ecommerce|dashboard|agile|crm|react|seo|web
OR,1,2,Data Science & Analytics,Operating Systems,74.7,Engineering Mathematics-III,62.823097142379396,Python,60.9,Computer Networks,57.7,Design & Analysis of Algorithms,57.7,weibull|supply chain|scheduling|simulation|linear programming|inventory|optimization
RE,1,0,Network & Wireless Systems,Operating Systems,80.0,Engineering Mathematics-III,70.6,Artificial Intelligence,68.5,Java,67.1,C++,66.1,
OR,1,2,Data Science & Analytics,Engineering Mathematics-III,84.0,Engineering Mathematics-IV,82.7,Full Stack Development,78.5,Artificial Intelligence,72.3,Digital Logic & Design,70.8,simplex|supply chain|simulation|inventory|optimization
OR,1,1,Data Science & Analytics,Operating Systems,71.5,Engineering Mathematics-III,69.0,IoT,58.5,C++,54.8,Engineering Mathematics-IV,50.3,simplex|simulation|queuing|optimization|scipy
CSL,1,2,Network & Wireless Systems,Digital Logic & Design,59.5,Operating Systems,55.7,Artificial Intelligence,52.7,Engineering Mathematics-IV,51.0,Java,44.9,vulnerability|encryption|phishing|security|cyber|firewall|network security|reliability
CSL,1,2,Network & Wireless Systems,Cryptography & Network Security,94.9,Operating Systems,88.9,Computer Networks,81.8,IoT,81.1,Artificial Intelligence,79.7,vulnerability|authentication|phishing|cyber|efficiency|firewall|network security|forensics|encryption
RE,2,0,Network & Wireless Systems|Data Science & Analytics,Engineering Mathematics-IV,100.0,Engineering Mathematics-III,84.66558966333585,C++,74.2,Software Engineering,71.9,Automata Theory,69.6,
DBM,1,3,Data Science & Analytics,Design & Analysis of Algorithms,39.3,Engineering Mathematics-III,32.7,Software Engineering,27.0,Engineering Mathematics-IV,25.3,Database Management Systems,23.2,kpi|ecommerce|dashboard|agile|crm|analytics|react|seo|web
DBM,2,1,Web Development|Data Science & Analytics,Cryptography & Network Security,56.14982008911749,Full Stack Development,49.9,Python,48.0,Database Management Systems,43.8,Automata Theory,39.1,web|seo|agile
DBM,2,1,Web Development|Cloud & Distributed Systems,Operating Systems,72.6,Data Structures and Algorithms,66.8,Python,62.2,Full Stack Development,60.3,Software Engineering,60.1,web|ecommerce|digital marketing
DBM,2,2,Data Science & Analytics|Cloud & Distributed Systems,Java,90.3,Software Engineering,81.6,Digital Logic & Design,77.5,Artificial Intelligence,76.4,C++,73.8,ecommerce|digital marketing|crm|firewall|react|analytics|web
DBM,3,2,Data Science & Analytics|Web Development|Mobile & IoT Development,Artificial Intelligence,60.2,Software Engineering,48.7,Engineering Mathematics-III,43.1,Design & Analysis of Algorithms,43.0,Cryptography & Network Security,39.7,ecommerce|digital marketing|scheduling|agile|crm|react|seo
DBM,2,3,Web Development|Data Science & Analytics,Java,62.1,IoT,53.6,Artificial Intelligence,48.5,Full Stack Development,47.7,Software Engineering,45.6,kpi|digital marketing|dashboard|agile|crm|analytics|seo|web
OR,1,2,Data Science & Analytics,Python,71.6,C++,58.9,Database Management Systems,58.4,Engineering Mathematics-IV,57.2,Cryptography & Network Security,56.2,supply chain|solar|scheduling|linear programming|queuing|optimization|inventory|scipy
EAM,1,4,Mobile & IoT Development,Automata Theory,73.1,Operating Systems,71.1,Engineering Mathematics-IV,69.77373440464709,Engineering Mathematics-III,68.62503549908116,Microcontroller & Embedded Systems,66.2,audit|power|sensor|iot|efficiency|hvac|renewable|energy
CSL,1,1,Network & Wireless Systems,Digital Logic & Design,78.7,Data Structures and Algorithms,74.5,Cryptography & Network Security,73.3,Database Management Systems,71.7,Automata Theory,70.0,vulnerability|forensics|phishing|encryption
OR,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,IoT,63.891900323605306,Artificial Intelligence,62.6,Engineering Mathematics-III,61.8,Design & Analysis of Algorithms,61.4,Cryptography & Network Security,58.4,simplex|supply chain|scheduling|simulation|linear programming|cyber|testing|queuing|inventory|scipy
DBM,2,2,Web Development|Data Science & Analytics,IoT,88.7,Full Stack Development,77.3,Cryptography & Network Security,71.0,C++,64.9,Artificial Intelligence,56.5,ecommerce|digital marketing|dashboard|agile|crm|analytics|react|seo|forensics|web
CSL,3,2,Network & Wireless Systems|Cloud & Distributed Systems|Web Development,Computer Networks,72.0,Database Management Systems,69.1,Operating Systems,64.2,C++,50.9,Design & Analysis of Algorithms,45.6,vulnerability|authentication|phishing|cyber|firewall|forensics|encryption
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Data Structures and Algorithms,93.2,Engineering Mathematics-IV,91.3,C++,84.2,Design & Analysis of Algorithms,79.6,Database Management Systems,74.3,simplex|scheduling|queuing|optimization|scipy
OR,2,1,Data Science & Analytics|Web Development,Data Structures and Algorithms,64.8,Design & Analysis of Algorithms,63.5,Engineering Mathematics-III,61.6,Artificial Intelligence,59.0,Engineering Mathematics-IV,53.9,simplex|scheduling|simulation|inventory|optimization
EAM,2,4,Mobile & IoT Development|Network & Wireless Systems,Automata Theory,100.0,Cryptography & Network Security,100.0,Java,91.1,Software Engineering,90.4,Data Structures and Algorithms,89.1,audit|solar|power|iot|sensor|efficiency|hvac|renewable|energy
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,IoT,97.0,Database Management Systems,85.6,Cryptography & Network Security,83.2,Microcontroller & Embedded Systems,81.4,C++,80.9,audit|solar|power|iot|sensor|hvac
DBM,1,2,Data Science & Analytics,Software Engineering,40.4,Database Management Systems,39.1,Artificial Intelligence,38.0,IoT,37.4,Cryptography & Network Security,36.7,ecommerce|digital marketing|agile|react|seo
RE,1,2,Network & Wireless Systems,Engineering Mathematics-III,73.4,Data Structures and Algorithms,72.1,Operating Systems,70.6,Digital Logic & Design,67.3,Artificial Intelligence,67.1,fault tree|quality|simulation|testing|fmea|reliability
OR,1,2,Data Science & Analytics,Engineering Mathematics-III,87.3,Data Structures and Algorithms,76.8,Design & Analysis of Algorithms,76.0,Artificial Intelligence,71.9,Full Stack Development,70.7,simplex|supply chain|linear programming|simulation|queuing|inventory|scipy
OR,2,0,Data Science & Analytics|Artificial Intelligence & Machine Learning,C++,60.8,Java,60.7,Design & Analysis of Algorithms,60.1,Computer Networks,54.8,Python,52.0,
RE,1,0,Network & Wireless Systems,Software Engineering,63.1,Database Management Systems,58.2,Java,55.3,Operating Systems,54.3,Digital Logic & Design,51.2,
OR,1,1,Data Science & Analytics,Cryptography & Network Security,71.1,Engineering Mathematics-IV,70.9,Artificial Intelligence,69.1,Digital Logic & Design,68.8,Full Stack Development,64.9,supply chain|scheduling|linear programming|simulation|queuing|optimization
EAM,1,2,Mobile & IoT Development,Automata Theory,65.2,Engineering Mathematics-III,61.6,Microcontroller & Embedded Systems,60.2,IoT,59.4,C++,52.9,audit|energy|efficiency|power
CSL,1,0,Network & Wireless Systems,Computer Networks,55.3,IoT,52.5,C++,49.5,Microcontroller & Embedded Systems,48.4,Engineering Mathematics-IV,47.2,
EAM,1,0,Mobile & IoT Development,Operating Systems,95.2,Computer Networks,91.9,Engineering Mathematics-III,83.0,Software Engineering,77.8,IoT,74.0,
RE,1,4,Network & Wireless Systems,Computer Networks,53.4,Design & Analysis of Algorithms,51.0,Automata Theory,47.4,Database Management Systems,44.0,Engineering Mathematics-III,43.1,weibull|fault tree|statistics|quality|simulation|testing|probability|risk|energy|reliability
CSL,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Full Stack Development,74.3,Java,71.9,Database Management Systems,70.4,IoT,64.8,Operating Systems,61.6,vulnerability|authentication|phishing|cyber|firewall|forensics|encryption
EAM,2,0,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,76.0,Digital Logic & Design,74.6,Design & Analysis of Algorithms,71.2,Data Structures and Algorithms,70.1,Software Engineering,67.1,
EAM,2,1,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-III,71.2,Data Structures and Algorithms,65.0,Operating Systems,60.2,Microcontroller & Embedded Systems,58.4,Automata Theory,55.3,monitoring|power|efficiency|hvac|renewable|energy
RE,1,2,Network & Wireless Systems,Software Engineering,68.5,C++,61.0,Engineering Mathematics-IV,59.7,Digital Logic & Design,52.8,IoT,49.4,weibull|fault tree|statistics|quality|simulation|probability|risk|reliability
RE,2,0,Network & Wireless Systems|Data Science & Analytics,Automata Theory,85.3,Engineering Mathematics-IV,78.0,Operating Systems,73.8,Engineering Mathematics-III,68.8,IoT,67.3,
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,Data Structures and Algorithms,97.6,Software Engineering,97.0,Artificial Intelligence,93.4,Cryptography & Network Security,90.8,IoT,89.6,audit|solar|ecommerce|monitoring|sensor|efficiency|renewable
DBM,3,0,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Engineering Mathematics-IV,73.78633064849373,IoT,67.8,Design & Analysis of Algorithms,55.8,Database Management Systems,53.8,Python,52.7,
OR,1,3,Data Science & Analytics,Software Engineering,55.7,Python,49.6,Java,42.1,Cryptography & Network Security,41.7,C++,40.4,network security|supply chain|simplex|simulation|linear programming|inventory|optimization
RE,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-III,71.3,Database Management Systems,50.9,Python,50.3,Cryptography & Network Security,50.0,Operating Systems,43.7,weibull|fault tree|statistics|quality|simulation|scipy|fmea|risk|encryption
OR,1,2,Data Science & Analytics,Engineering Mathematics-III,88.47676484036798,Data Structures and Algorithms,78.5,Engineering Mathematics-IV,76.70672792136875,Automata Theory,74.0,Microcontroller & Embedded Systems,73.5,supply chain|simplex|monitoring|simulation|hvac|queuing|inventory|optimization|scipy
DBM,1,2,Web Development,C++,90.9,Cryptography & Network Security,84.30179845998882,Automata Theory,84.2,IoT,82.1,Operating Systems,80.1,kpi|ecommerce|digital marketing|analytics|web
DBM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Engineering Mathematics-IV,100.0,Engineering Mathematics-III,91.65829959946355,Database Management Systems,89.9,Artificial Intelligence,85.4,Automata Theory,84.4,ecommerce|dashboard|agile|analytics|react
OR,2,0,Data Science & Analytics|Web Development,Engineering Mathematics-III,95.8,C++,95.7,Digital Logic & Design,92.4,Python,92.3,Database Management Systems,91.1,
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,100.0,Cryptography & Network Security,100.0,Full Stack Development,98.0,Database Management Systems,93.4,Design & Analysis of Algorithms,89.8,vulnerability|security|cyber
DBM,1,3,Data Science & Analytics,Design & Analysis of Algorithms,75.5,C++,73.0,Operating Systems,69.5,Engineering Mathematics-III,66.4,Computer Networks,65.7,kpi|ecommerce|digital marketing|agile|crm|analytics|react|inventory|seo
RE,2,2,Network & Wireless Systems|Data Science & Analytics,C++,91.0,Engineering Mathematics-III,80.4,Computer Networks,80.2,Artificial Intelligence,78.9,Digital Logic & Design,78.4,weibull|encryption|statistics|quality|simulation|probability|risk|reliability
DBM,2,3,Data Science & Analytics|Web Development,Computer Networks,100.0,Software Engineering,100.0,Artificial Intelligence,100.0,Automata Theory,99.2,Full Stack Development,97.9,kpi|ecommerce|digital marketing|dashboard|agile|crm|analytics|react|web
RE,3,1,Network & Wireless Systems|Cloud & Distributed Systems|Data Science & Analytics,Engineering Mathematics-IV,73.8,Database Management Systems,71.4,Data Structures and Algorithms,70.5,Java,67.0,Digital Logic & Design,64.5,fault tree|fmea|testing|risk|reliability
EAM,1,2,Mobile & IoT Development,Digital Logic & Design,79.0,Engineering Mathematics-IV,74.1,Database Management Systems,70.6,Computer Networks,70.2,Cryptography & Network Security,69.6,audit|solar|monitoring|sensor|iot|authentication|efficiency|hvac|renewable
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-IV,89.6,Artificial Intelligence,68.6,Automata Theory,67.6,Java,66.4,Full Stack Development,60.6,audit|solar|power|sensor|iot|phishing|hvac|energy
EAM,1,3,Mobile & IoT Development,Cryptography & Network Security,71.9,Engineering Mathematics-IV,64.8,Design & Analysis of Algorithms,61.9,Data Structures and Algorithms,60.7,Python,57.9,audit|solar|monitoring|sensor|iot|efficiency|hvac|energy
RE,1,4,Network & Wireless Systems,Artificial Intelligence,100.0,Engineering Mathematics-III,97.3,Microcontroller & Embedded Systems,92.1,IoT,89.8,Operating Systems,89.1,weibull|network security|supply chain|fault tree|statistics|quality|simulation|testing|fmea|firewall
DBM,1,0,Data Science & Analytics,Software Engineering,97.0,Database Management Systems,92.0,Artificial Intelligence,86.4,Engineering Mathematics-IV,86.1,Cryptography & Network Security,85.1,
OR,1,2,Data Science & Analytics,Engineering Mathematics-IV,85.3,Microcontroller & Embedded Systems,76.7,Operating Systems,73.4,Full Stack Development,73.4,Artificial Intelligence,73.0,simplex|supply chain|scheduling|simulation|linear programming|queuing|optimization|inventory
CSL,2,1,Network & Wireless Systems|Web Development,Cryptography & Network Security,63.6,Computer Networks,63.4,Engineering Mathematics-III,59.7,Data Structures and Algorithms,58.1,Java,50.7,vulnerability|supply chain|phishing|security|network security
RE,2,3,Network & Wireless Systems|Data Science & Analytics,Database Management Systems,93.0,Engineering Mathematics-III,89.66400421126886,Design & Analysis of Algorithms,84.1,Engineering Mathematics-IV,82.89671958444313,Artificial Intelligence,82.3,weibull|fault tree|statistics|quality|simulation|testing|probability|seo|risk|reliability
CSL,1,1,Network & Wireless Systems,Computer Networks,59.1,Engineering Mathematics-III,58.2,Full Stack Development,51.8,Java,46.7,Microcontroller & Embedded Systems,43.0,security|firewall
OR,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Cryptography & Network Security,47.4,IoT,39.8,Engineering Mathematics-III,37.1,Software Engineering,30.51973908106863,C++,26.2,supply chain|risk|simplex|linear programming|simulation|queuing|inventory|optimization|scipy|web
EAM,1,2,Mobile & IoT Development,IoT,66.2,Microcontroller & Embedded Systems,61.8,Operating Systems,54.6,Cryptography & Network Security,54.0,Engineering Mathematics-III,52.2,monitoring|power|sensor|iot|efficiency|hvac|renewable|energy
CSL,3,3,Network & Wireless Systems|Cloud & Distributed Systems|Web Development,Computer Networks,65.3,Java,53.9,Automata Theory,50.4,Cryptography & Network Security,49.9,Engineering Mathematics-III,48.0,vulnerability|weibull|phishing|security|cyber|efficiency|firewall|network security|forensics|encryption
DBM,3,0,Data Science & Analytics|Web Development|Mobile & IoT Development,Software Engineering,90.5,Database Management Systems,84.6,Python,81.5,Data Structures and Algorithms,80.5,IoT,80.4,
RE,2,0,Network & Wireless Systems|Cloud & Distributed Systems,C++,76.6,Database Management Systems,76.1,Microcontroller & Embedded Systems,74.8,Artificial Intelligence,71.2,Cryptography & Network Security,68.5,
CSL,1,2,Network & Wireless Systems,Computer Networks,59.4,Engineering Mathematics-IV,59.1,C++,50.6,Python,50.4,Cryptography & Network Security,47.4,authentication|security|cyber|firewall|forensics|encryption|reliability
EAM,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Microcontroller & Embedded Systems,81.1,IoT,72.5,Engineering Mathematics-III,68.4,Engineering Mathematics-IV,58.6,Operating Systems,55.3,audit|solar|fault tree|monitoring|power|sensor|efficiency|renewable|probability|energy
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Design & Analysis of Algorithms,76.0,Microcontroller & Embedded Systems,71.5,Digital Logic & Design,70.7,Operating Systems,69.2,Software Engineering,66.2,authentication|network security
DBM,3,4,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Cryptography & Network Security,43.1,Software Engineering,41.3,Python,23.2,Operating Systems,13.9,Engineering Mathematics-IV,12.9,kpi|digital marketing|dashboard|agile|crm|analytics|react|web
RE,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Operating Systems,67.5,Computer Networks,65.2,Engineering Mathematics-III,60.1,Software Engineering,55.5,Full Stack Development,48.8,weibull|fault tree|simulation|fmea|testing|risk|reliability
OR,2,0,Data Science & Analytics|Web Development,Engineering Mathematics-IV,98.7,Software Engineering,88.7,Engineering Mathematics-III,83.5,Full Stack Development,81.8,Operating Systems,77.4,
CSL,1,3,Network & Wireless Systems,Operating Systems,55.6,Artificial Intelligence,46.3,Computer Networks,36.1,Microcontroller & Embedded Systems,34.4,Automata Theory,29.9,vulnerability|authentication|phishing|cyber|firewall|forensics|encryption
CSL,1,0,Network & Wireless Systems,Engineering Mathematics-III,60.7,Design & Analysis of Algorithms,57.1,Computer Networks,56.1,Cryptography & Network Security,52.4,Data Structures and Algorithms,51.9,
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,62.3,Cryptography & Network Security,60.3,C++,59.4,Engineering Mathematics-III,58.7,Database Management Systems,57.6,supply chain|scheduling|simulation|queuing|optimization|scipy|energy
OR,1,3,Data Science & Analytics,Design & Analysis of Algorithms,93.4,Automata Theory,85.6,Computer Networks,85.4,Engineering Mathematics-III,80.8,Operating Systems,80.3,simplex|supply chain|scheduling|linear programming|scipy|simulation|queuing|inventory|risk
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Java,100.0,Design & Analysis of Algorithms,100.0,Engineering Mathematics-IV,95.93434768020563,Cryptography & Network Security,94.7,Operating Systems,93.0,phishing|cyber|network security|forensics|encryption
RE,1,2,Network & Wireless Systems,Engineering Mathematics-III,79.7,Data Structures and Algorithms,69.6,Design & Analysis of Algorithms,67.3,Automata Theory,65.0,Cryptography & Network Security,64.55723549651852,weibull|power|statistics|simulation|testing|fmea|probability|reliability
CSL,1,2,Network & Wireless Systems,Digital Logic & Design,79.8,Cryptography & Network Security,73.8,Database Management Systems,71.8,Engineering Mathematics-III,66.22616756545872,Microcontroller & Embedded Systems,60.9,vulnerability|phishing|security|cyber|forensics
DBM,4,1,Data Science & Analytics|Web Development|Cloud & Distributed Systems|Mobile & IoT Development,Engineering Mathematics-III,83.8,C++,78.7,Engineering Mathematics-IV,76.6,Database Management Systems,73.8,IoT,69.3,kpi|digital marketing|hvac|crm|react|seo|web
EAM,2,1,Mobile & IoT Development|Network & Wireless Systems,Java,78.0,Cryptography & Network Security,77.2,Engineering Mathematics-III,71.8,Engineering Mathematics-IV,69.9,IoT,67.6,audit|solar|monitoring|iot|sensor|hvac
CSL,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Full Stack Development,76.8,Artificial Intelligence,68.9,IoT,68.5,Engineering Mathematics-IV,64.4,Java,59.1,vulnerability|authentication|phishing|security|cyber|renewable|firewall|network security|forensics
EAM,1,2,Mobile & IoT Development,Digital Logic & Design,75.2,Database Management Systems,69.9,Cryptography & Network Security,68.10964701413981,Automata Theory,65.4,Data Structures and Algorithms,64.1,power|sensor|hvac|renewable|energy
EAM,2,3,Mobile & IoT Development|Cloud & Distributed Systems,Microcontroller & Embedded Systems,58.3,C++,52.2,Database Management Systems,51.51444121363563,Design & Analysis of Algorithms,42.0,Engineering Mathematics-IV,41.2,solar|monitoring|iot|efficiency|hvac|fmea|energy
EAM,2,0,Mobile & IoT Development|Cloud & Distributed Systems,Engineering Mathematics-III,75.5,Java,66.3,Operating Systems,53.4,Python,50.3,Microcontroller & Embedded Systems,49.0,
DBM,2,3,Web Development|Data Science & Analytics,Full Stack Development,75.5,Engineering Mathematics-III,73.9,Python,57.9,Java,56.3,Database Management Systems,56.1,weibull|kpi|ecommerce|digital marketing|dashboard|agile|crm|analytics|react|seo
EAM,1,4,Mobile & IoT Development,Microcontroller & Embedded Systems,91.5,Operating Systems,84.1,Software Engineering,83.4,Automata Theory,72.0,IoT,69.6,audit|solar|monitoring|iot|sensor|efficiency|hvac|renewable|fmea|energy
OR,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,80.6,Computer Networks,78.5,Engineering Mathematics-III,77.9,IoT,73.5,Data Structures and Algorithms,70.2,simplex|supply chain|inventory|optimization
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Python,96.1,Design & Analysis of Algorithms,85.6,Full Stack Development,84.4,Artificial Intelligence,81.3,Java,79.3,simplex|supply chain|scheduling|linear programming|simulation|optimization|inventory|scipy
DBM,3,4,Web Development|Cloud & Distributed Systems|Mobile & IoT Development,Full Stack Development,89.4,Software Engineering,78.8,Java,67.8,Automata Theory,62.8,Database Management Systems,60.3,kpi|ecommerce|digital marketing|scheduling|dashboard|crm|analytics|react|seo|web
EAM,2,0,Mobile & IoT Development|Cloud & Distributed Systems,Engineering Mathematics-III,100.0,Microcontroller & Embedded Systems,92.5,Software Engineering,86.6,IoT,83.0,Full Stack Development,77.6,
DBM,3,1,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Engineering Mathematics-IV,100.0,Database Management Systems,100.0,Software Engineering,100.0,Python,100.0,C++,100.0,sensor|dashboard|kpi|react
DBM,2,3,Data Science & Analytics|Web Development,Software Engineering,66.0,Database Management Systems,65.0,Automata Theory,49.5,Engineering Mathematics-III,48.3,Data Structures and Algorithms,48.0,ecommerce|digital marketing|dashboard|crm|analytics|react|seo
EAM,2,0,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-III,88.23838676455904,Microcontroller & Embedded Systems,75.5,C++,72.1,Engineering Mathematics-IV,71.97630435763662,Design & Analysis of Algorithms,71.6,
DBM,2,3,Web Development|Data Science & Analytics,Full Stack Development,62.7,Java,61.1,C++,59.7,Automata Theory,54.9,Operating Systems,53.9,network security|kpi|ecommerce|dashboard|agile|crm|analytics|react|web
