student_id,archetype,semester,current_cgpa,current_sgpa,previous_sgpa,sgpa_trend,attendance,assignment_completion,quiz_average,lab_performance,project_score,study_hours,participation_score,extracurricular,dept_avg,num_subjects,num_backlogs,num_strong_subjects,num_weak_subjects,avg_subject_score,min_subject_score,max_subject_score,std_subject_score,practical_avg,theory_avg,credits_completed_ratio,next_sgpa
STU_08932,topper,6,9.74,10.0,9.22,0.78,89.6,92.7,88.8,95.1,72.9,10.5,94.3,34.5,6.01,4,0,4,0,89.6,80.4,95.0,5.6,92.7,80.4,0.62,10.0
STU_08933,average,3,3.26,4.0,2.89,1.11,72.6,66.5,48.8,56.9,48.5,2.6,47.1,29.2,5.74,6,1,0,3,46.4,24.6,60.3,11.3,56.0,41.6,0.25,1.55
STU_08934,strong,5,7.77,7.67,8.05,-0.38,79.6,92.1,69.3,97.9,64.7,8.5,52.0,18.4,6.3,4,0,2,0,75.2,65.6,84.8,9.6,84.7,65.6,0.5,9.5
STU_08935,failing,7,0.07,0.0,0.0,0.0,11.7,27.3,10.6,34.2,1.5,0.5,30.7,19.8,6.01,3,3,0,3,4.7,2.0,10.2,3.9,6.1,2.0,0.75,0.0
STU_08936,strong,4,8.27,7.5,9.16,-1.66,90.7,86.4,65.8,67.3,74.0,7.0,75.1,38.8,7.02,7,0,5,0,68.6,53.4,77.0,9.0,74.0,66.4,0.38,8.22
STU_08937,above_avg,5,3.3,2.89,3.59,-0.7,81.3,54.1,49.2,67.2,63.8,6.6,43.7,36.3,7.68,4,1,0,2,50.8,32.7,64.2,12.8,62.8,38.8,0.5,6.25
STU_08938,below_avg,4,1.65,0.0,2.95,-2.95,54.7,50.2,15.3,29.2,45.0,1.6,58.8,24.5,4.66,7,7,0,7,12.7,2.0,39.4,13.0,31.1,5.3,0.38,0.0
STU_08939,strong,4,8.45,7.68,8.63,-0.95,85.7,82.5,73.6,58.6,53.2,9.1,46.9,39.9,6.37,7,0,4,0,71.2,57.8,91.1,10.3,78.7,68.2,0.38,7.11
STU_08940,struggling,3,0.2,0.63,0.21,0.42,61.5,10.6,15.8,25.0,40.9,1.4,40.9,0.0,5.08,6,5,0,5,16.9,2.0,50.5,17.8,27.6,11.6,0.25,0.0
STU_08941,strong,7,8.62,7.67,9.5,-1.83,85.1,73.8,73.5,95.8,73.6,5.3,48.2,45.5,6.01,3,0,2,0,72.0,60.9,84.3,9.6,77.5,60.9,0.75,8.17
STU_08942,average,5,2.22,0.56,3.64,-3.08,77.8,52.6,37.7,44.1,31.0,3.1,27.0,48.9,7.16,4,3,0,4,36.7,30.1,48.0,6.9,42.2,31.2,0.5,1.62
STU_08943,inconsistent,3,5.56,5.47,5.47,0.0,59.4,57.0,66.8,63.9,31.1,7.7,50.4,14.1,6.46,6,1,1,1,60.4,37.8,76.3,13.0,65.5,57.9,0.25,7.05
STU_08944,above_avg,4,5.92,6.36,5.68,0.68,74.8,74.3,63.2,71.2,61.2,7.4,84.6,36.0,6.82,7,0,0,2,58.2,46.2,67.4,8.2,55.7,59.2,0.38,6.78
STU_08945,inconsistent,5,4.86,6.0,3.0,3.0,65.6,47.8,53.5,57.0,75.3,3.7,45.0,54.3,7.43,4,1,1,1,56.0,20.2,78.3,22.1,49.2,62.7,0.5,7.0
STU_08946,strong,4,6.11,6.18,6.68,-0.5,84.4,80.6,59.8,100.0,74.2,10.0,60.4,46.5,5.93,7,0,2,1,59.6,47.5,71.5,8.0,70.8,55.1,0.38,7.44
STU_08947,above_avg,4,5.85,4.68,6.89,-2.21,87.4,62.5,55.9,73.0,64.8,4.2,65.8,28.8,7.56,7,1,1,4,52.7,34.4,80.5,14.3,64.2,48.1,0.38,6.33
STU_08948,above_avg,4,7.89,6.41,8.47,-2.06,82.9,77.9,53.3,92.7,65.5,5.0,63.1,39.8,6.73,7,0,1,1,63.1,44.8,89.7,13.0,75.0,58.3,0.38,6.56
STU_08949,average,3,1.94,1.95,1.58,0.37,66.2,59.8,36.1,84.6,35.3,2.0,62.5,1.8,4.84,6,3,0,4,37.8,9.8,67.0,22.5,65.0,24.2,0.25,0.0
STU_08950,struggling,3,0.0,0.0,0.0,0.0,28.7,37.7,8.4,22.7,22.1,1.9,0.0,10.3,5.75,6,6,0,6,9.5,2.0,23.0,9.3,12.0,8.3,0.25,0.0
STU_08951,failing,6,0.25,0.0,0.0,0.0,10.8,29.2,11.4,0.0,27.4,0.9,42.1,24.2,7.12,4,4,0,4,3.5,2.0,7.8,2.5,3.9,2.0,0.62,0.0
STU_08952,strong,4,8.06,7.68,8.32,-0.64,83.7,80.5,65.8,61.6,35.4,8.0,75.9,8.7,7.12,7,0,2,0,65.5,52.4,84.9,9.8,57.5,68.8,0.38,6.33
STU_08953,strong,5,8.35,8.89,8.0,0.89,90.5,83.7,79.3,78.6,65.7,8.7,53.9,20.3,6.63,4,0,3,0,75.9,61.1,84.6,9.1,80.3,71.5,0.5,10.0
STU_08954,strong,5,7.44,6.22,8.18,-1.96,83.5,83.1,66.4,85.9,69.8,10.0,81.1,9.4,6.62,4,0,2,1,63.0,45.1,79.7,13.8,76.2,49.9,0.5,7.5
STU_08955,strong,5,7.28,7.56,7.14,0.42,92.8,84.5,78.6,100.0,78.5,5.2,65.3,81.7,5.13,4,0,2,0,73.8,64.0,86.0,8.3,81.2,66.4,0.5,8.5
STU_08956,topper,3,10.0,9.79,10.0,-0.21,98.5,87.4,89.4,100.0,88.8,9.7,54.9,58.1,6.96,6,0,6,0,90.1,78.1,100.0,8.8,98.1,86.1,0.25,9.82
STU_08957,topper,3,9.42,10.0,9.37,0.63,96.9,98.3,86.5,100.0,100.0,12.9,61.6,26.8,5.92,6,0,6,0,86.1,80.6,90.7,4.0,88.2,85.1,0.25,9.82
STU_08958,above_avg,5,6.5,6.22,6.64,-0.42,83.5,76.1,53.8,74.2,57.6,7.7,66.0,51.8,6.88,4,0,1,1,57.8,48.0,76.9,11.3,62.5,53.2,0.5,6.88
STU_08959,average,3,1.62,0.84,1.47,-0.63,73.1,52.8,32.7,40.1,53.4,2.4,49.5,18.8,6.99,6,5,0,6,33.4,26.3,41.9,5.5,35.8,32.2,0.25,2.09
STU_08960,strong,5,10.0,9.67,10.0,-0.33,74.9,76.8,91.4,100.0,51.3,7.2,80.3,41.0,7.02,4,0,4,0,88.5,78.7,100.0,9.0,97.2,79.7,0.5,8.12
STU_08961,topper,4,8.53,9.73,8.42,1.31,91.3,92.8,82.8,94.0,88.7,10.8,58.7,35.5,7.19,7,0,7,0,83.4,72.6,100.0,8.5,86.3,82.3,0.38,10.0
STU_08962,below_avg,4,4.24,2.91,4.95,-2.04,62.8,37.8,41.0,59.6,28.2,1.5,28.4,39.0,7.14,7,4,0,5,42.7,28.3,58.7,10.8,37.0,45.0,0.38,0.0
STU_08963,average,6,3.23,4.75,1.22,3.53,81.3,55.3,49.9,54.2,48.8,4.4,40.6,34.0,5.47,4,1,0,2,50.8,39.4,59.1,7.5,51.3,49.1,0.62,6.0
STU_08964,strong,5,8.65,7.67,8.18,-0.51,78.3,70.9,66.9,85.3,68.3,5.5,67.6,37.0,6.26,4,0,2,0,71.4,65.9,79.2,5.0,72.6,70.2,0.5,9.5
STU_08965,failing,6,0.0,0.0,0.0,0.0,27.4,17.0,15.5,14.0,16.2,0.9,10.1,47.6,7.4,4,4,0,4,18.0,2.0,26.0,9.5,23.3,2.0,0.62,0.0
STU_08966,failing,5,0.11,0.0,0.0,0.0,43.0,15.1,8.0,16.8,0.0,1.6,16.5,0.0,6.96,4,4,0,4,2.0,2.0,2.0,0.0,2.0,2.0,0.5,0.0
STU_08967,topper,3,9.77,10.0,9.79,0.21,91.0,91.2,92.0,100.0,90.7,12.9,78.4,26.4,5.98,6,0,6,0,91.2,83.4,100.0,6.8,98.8,87.4,0.25,10.0
STU_08968,average,5,2.17,1.11,1.68,-0.57,63.0,60.6,43.4,58.4,46.1,5.5,65.3,9.8,7.61,4,2,0,4,40.5,29.2,47.2,7.2,46.7,34.2,0.5,5.25
STU_08969,struggling,3,0.87,0.26,0.0,0.26,42.4,26.2,24.4,59.6,34.8,0.3,38.8,13.8,7.14,6,5,0,6,21.6,2.0,49.8,16.8,42.1,11.2,0.25,0.0
STU_08970,strong,3,6.7,6.68,6.68,0.0,84.4,84.7,52.5,67.3,56.3,8.9,73.0,38.7,4.95,6,0,2,1,63.2,45.5,79.8,10.6,72.0,58.9,0.25,6.59
STU_08971,below_avg,6,1.3,1.75,0.44,1.31,66.8,41.0,33.0,48.2,44.0,1.1,37.6,29.7,5.76,4,2,0,4,35.8,24.4,49.9,10.0,39.6,24.4,0.62,4.33
STU_08972,below_avg,5,0.0,0.56,0.59,-0.03,70.6,30.7,27.6,34.9,53.9,1.9,53.4,41.7,7.3,4,3,0,4,27.5,2.0,45.5,15.8,38.7,16.3,0.5,1.5
STU_08973,below_avg,3,2.74,0.26,4.95,-4.69,73.2,61.3,25.9,36.5,41.9,2.3,24.6,33.8,6.91,6,5,0,6,24.1,10.8,49.0,12.6,39.6,16.3,0.25,0.23
STU_08974,above_avg,3,6.65,6.26,5.84,0.42,81.0,70.5,54.1,80.1,71.5,7.3,58.9,47.6,4.23,6,0,1,1,60.6,42.8,72.6,10.1,69.7,56.0,0.25,7.0
STU_08975,strong,7,8.7,7.0,10.0,-3.0,100.0,96.8,87.8,89.7,58.3,6.4,65.2,42.7,6.11,3,0,2,0,76.1,59.6,94.7,14.4,84.3,59.6,0.75,7.5
STU_08976,failing,5,0.08,0.0,0.0,0.0,23.2,17.3,5.8,3.5,15.7,0.7,35.2,36.8,5.6,4,4,0,4,4.0,2.0,9.8,3.4,5.9,2.0,0.5,0.0
STU_08977,above_avg,5,5.27,3.78,6.55,-2.77,87.5,67.1,61.3,86.9,59.7,5.3,61.1,48.8,7.57,4,1,1,1,57.2,34.6,78.5,15.9,70.7,43.8,0.5,3.5
STU_08978,strong,4,8.02,8.36,7.74,0.62,85.9,86.6,83.5,88.8,83.8,8.0,54.9,45.8,6.79,7,0,5,0,79.1,67.8,93.7,10.4,93.3,73.5,0.38,10.0
STU_08979,topper,5,9.41,9.22,10.0,-0.78,98.9,99.0,93.8,100.0,64.9,9.3,78.2,24.4,6.15,4,0,4,0,87.2,78.3,96.3,8.4,95.5,78.9,0.5,10.0
STU_08980,inconsistent,5,8.66,8.67,8.05,0.62,53.5,64.6,73.8,92.8,42.8,6.2,63.2,0.0,7.42,4,0,2,0,77.1,61.4,93.8,13.5,80.2,74.0,0.5,7.38
STU_08981,struggling,6,0.37,0.5,0.0,0.5,39.7,19.5,18.5,37.1,19.7,1.4,41.0,23.9,5.7,4,3,0,4,21.9,2.0,44.9,15.3,28.5,2.0,0.62,0.0
STU_08982,below_avg,4,1.36,0.27,2.05,-1.78,47.2,35.7,24.0,48.7,42.6,2.3,45.9,33.9,7.0,7,6,0,6,28.8,11.0,52.9,12.7,31.9,27.5,0.38,0.0
STU_08983,topper,7,10.0,10.0,10.0,0.0,95.4,100.0,88.3,100.0,79.3,8.6,95.4,77.0,5.61,3,0,3,0,95.2,91.3,100.0,3.6,95.7,94.2,0.75,10.0
STU_08984,average,3,3.38,5.05,3.05,2.0,72.2,51.4,49.0,49.6,46.1,4.7,34.3,18.6,5.89,6,1,0,3,46.8,36.1,53.2,6.0,43.1,48.6,0.25,6.41
STU_08985,average,4,0.3,1.09,0.0,1.09,71.5,47.0,32.0,13.0,34.6,2.1,31.9,34.9,5.38,7,6,0,6,27.5,5.3,52.4,13.5,21.0,30.0,0.38,2.44
STU_08986,below_avg,6,0.44,1.25,0.0,1.25,59.1,56.8,34.9,31.0,16.2,2.3,27.7,22.1,7.03,4,3,0,4,20.6,3.2,46.5,17.9,18.1,28.0,0.62,2.33
STU_08987,topper,3,10.0,10.0,10.0,0.0,93.9,86.7,88.8,100.0,96.9,10.3,79.2,53.7,6.37,6,0,6,0,92.1,85.2,100.0,5.4,98.8,88.7,0.25,10.0
STU_08988,above_avg,4,4.24,6.14,2.42,3.72,82.8,76.5,60.8,76.9,58.3,5.2,64.0,36.4,7.16,7,0,1,2,59.2,46.8,70.6,9.0,68.4,55.5,0.38,9.33
STU_08989,failing,4,0.0,0.0,0.0,0.0,34.1,8.5,12.0,22.5,34.5,0.7,49.4,3.4,6.39,7,7,0,7,8.2,2.0,24.5,8.4,13.2,6.2,0.38,0.0
STU_08990,strong,7,8.36,8.67,9.0,-0.33,89.7,77.8,75.2,97.3,63.3,5.9,61.6,68.5,5.43,3,0,3,0,80.4,73.2,84.2,5.1,84.1,73.2,0.75,9.0
STU_08991,strong,5,6.91,7.33,6.91,0.42,87.6,84.9,70.2,59.2,68.3,6.0,75.5,24.6,7.63,4,0,1,0,69.4,67.3,73.1,2.4,67.3,71.4,0.5,6.88
STU_08992,average,5,1.92,2.78,1.45,1.33,72.3,46.6,39.8,50.5,45.8,3.2,38.4,62.6,4.89,4,1,0,4,39.6,23.9,48.3,9.4,46.2,33.0,0.5,2.75
STU_08993,struggling,4,0.0,0.18,0.0,0.18,48.5,23.9,18.0,44.3,40.6,2.9,35.2,7.0,6.98,7,6,0,7,20.7,7.1,44.5,11.8,34.5,15.1,0.38,2.22
STU_08994,below_avg,7,4.56,5.67,3.38,2.29,55.3,36.2,45.5,57.4,66.8,1.5,54.0,15.6,6.27,3,0,0,2,48.9,46.4,54.0,3.6,46.4,54.0,0.75,2.0
STU_08995,average,4,3.05,4.64,1.58,3.06,70.5,69.7,48.3,78.5,47.5,5.8,46.2,14.8,6.2,7,1,1,3,51.6,30.3,71.4,12.2,64.3,46.6,0.38,6.22
STU_08996,average,4,5.75,6.0,5.53,0.47,67.4,44.0,59.0,47.3,43.2,3.4,41.7,61.6,4.7,7,0,0,1,55.8,49.4,62.6,4.5,54.5,56.3,0.38,2.89
STU_08997,strong,5,8.54,9.33,7.14,2.19,94.7,80.8,94.3,92.6,62.6,7.8,97.1,34.1,5.93,4,0,4,0,83.4,74.4,91.8,6.2,87.0,79.7,0.5,9.75
STU_08998,strong,5,8.55,8.67,8.82,-0.15,87.9,75.8,82.8,76.0,83.2,8.3,68.2,39.5,5.32,4,0,4,0,79.2,73.0,88.7,5.9,82.3,76.1,0.5,10.0
STU_08999,average,5,1.92,1.78,2.36,-0.58,81.5,62.5,48.8,66.8,58.1,5.5,48.8,26.3,6.32,4,2,1,2,45.9,24.1,82.1,23.3,66.3,25.4,0.5,2.5
STU_09000,strong,4,9.35,9.64,9.37,0.27,87.6,81.3,80.9,100.0,77.4,5.2,79.3,14.5,6.18,7,0,7,0,84.7,77.4,93.0,5.6,90.2,82.6,0.38,8.33
STU_09001,average,5,1.45,2.56,0.41,2.15,81.5,56.9,45.4,59.6,77.4,3.2,40.7,50.6,6.46,4,2,0,3,45.2,34.1,64.6,11.7,51.3,39.0,0.5,8.0
STU_09002,strong,7,7.85,7.17,8.12,-0.95,89.2,94.0,85.2,100.0,80.2,6.2,70.3,6.4,6.85,3,0,2,0,78.1,57.6,100.0,17.3,88.4,57.6,0.75,8.33
STU_09003,average,5,2.92,4.33,2.05,2.28,63.7,76.6,63.0,65.6,80.2,2.5,44.5,65.1,5.75,4,1,1,1,54.0,34.0,76.1,15.0,65.7,42.2,0.5,6.38
STU_09004,inconsistent,6,6.75,6.62,7.78,-1.16,63.2,72.9,63.6,80.2,59.6,6.2,57.1,31.6,5.23,4,0,1,0,63.3,50.2,82.5,13.0,67.7,50.2,0.62,6.33
STU_09005,above_avg,4,3.28,4.05,3.32,0.73,84.8,86.1,54.0,85.5,67.4,4.7,45.5,56.5,5.21,7,2,1,2,53.9,19.7,87.2,19.5,76.3,45.0,0.38,6.44
STU_09006,average,5,2.36,3.56,1.27,2.29,65.1,62.9,39.6,67.5,35.9,5.2,47.4,32.0,6.59,4,1,0,3,39.7,19.0,54.9,13.0,42.5,37.0,0.5,1.62
STU_09007,average,3,1.27,0.84,1.47,-0.63,64.6,51.3,25.7,32.2,54.7,3.9,62.7,12.4,6.86,6,5,0,6,33.1,27.0,40.7,4.7,31.3,33.9,0.25,3.95
STU_09008,strong,3,8.09,7.89,8.05,-0.16,86.3,81.4,78.2,81.5,59.7,5.1,57.5,28.2,6.71,6,0,4,0,72.0,66.5,75.6,3.9,74.8,70.6,0.25,7.18
STU_09009,average,3,4.82,3.95,5.11,-1.16,68.0,59.8,38.2,49.9,76.2,4.9,59.6,24.9,5.29,6,2,0,3,47.6,29.0,64.8,13.8,49.5,46.7,0.25,4.23
STU_09010,average,3,3.92,2.21,5.37,-3.16,85.3,48.5,51.4,51.8,41.7,5.1,40.5,45.6,6.71,6,3,0,4,42.6,33.5,60.3,10.0,51.8,38.0,0.25,1.18
STU_09011,strong,4,7.14,7.95,6.16,1.79,95.7,89.6,75.7,68.6,78.2,5.3,56.5,36.5,5.78,7,0,4,0,73.6,60.7,88.4,9.3,80.0,71.1,0.38,8.89
STU_09012,failing,3,0.15,0.0,0.0,0.0,22.8,21.3,6.1,16.2,18.2,1.4,34.0,40.8,5.45,6,6,0,6,2.0,2.0,2.0,0.0,2.0,2.0,0.25,0.0
STU_09013,improving,3,3.19,4.0,2.53,1.47,76.1,69.9,58.9,61.5,56.2,5.5,62.8,57.5,5.77,6,2,0,2,51.1,17.6,69.5,19.9,61.9,45.8,0.25,5.73
STU_09014,struggling,4,0.35,0.0,0.0,0.0,37.8,14.5,8.2,22.8,34.0,0.4,40.4,26.0,6.51,7,7,0,7,5.8,2.0,15.9,5.1,13.2,2.9,0.38,0.0
STU_09015,above_avg,4,4.53,5.14,3.47,1.67,86.2,63.2,61.7,51.6,43.9,7.5,78.7,19.8,5.23,7,1,0,1,54.9,39.0,69.4,8.6,60.2,52.8,0.38,5.89
STU_09016,average,4,2.47,0.55,5.26,-4.71,76.1,62.5,38.4,63.6,62.6,4.3,68.1,38.8,5.9,7,5,0,5,37.8,27.1,59.7,12.2,56.4,30.4,0.38,1.0
STU_09017,strong,3,7.8,7.79,6.84,0.95,83.7,92.5,76.5,93.7,66.3,8.3,54.9,19.3,6.77,6,0,3,0,71.9,63.1,85.6,8.0,80.0,67.8,0.25,8.91
STU_09018,average,3,3.39,4.21,2.74,1.47,67.9,49.1,44.4,32.7,46.3,4.2,57.1,42.4,6.45,6,1,0,4,47.7,31.2,59.7,9.1,51.7,45.7,0.25,4.09
STU_09019,below_avg,5,1.64,1.22,1.18,0.04,55.8,38.1,28.7,50.3,44.1,1.3,57.2,17.8,7.42,4,2,0,3,36.2,10.5,64.6,20.0,53.8,18.8,0.5,1.5
STU_09020,strong,3,9.0,8.58,9.74,-1.16,91.1,71.3,73.7,76.0,67.8,5.9,44.0,32.8,7.12,6,0,3,0,73.6,60.3,90.5,11.4,74.8,72.9,0.25,9.64
STU_09021,struggling,6,0.72,1.0,0.67,0.33,52.4,38.0,15.8,42.8,47.4,1.0,17.0,69.2,6.18,4,3,0,4,15.4,2.0,41.4,15.3,17.8,8.1,0.62,0.0
STU_09022,below_avg,4,0.7,1.68,0.74,0.94,54.8,46.9,42.2,40.2,32.6,2.9,40.0,20.8,6.87,7,4,0,7,34.8,19.7,46.3,8.0,40.0,32.7,0.38,1.22
STU_09023,strong,4,8.67,8.36,8.74,-0.38,84.8,85.5,78.2,97.6,65.7,5.7,66.8,11.5,6.92,7,0,5,0,78.1,62.0,91.5,11.9,90.3,73.1,0.38,9.67
STU_09024,strong,3,6.89,6.47,6.42,0.05,94.8,77.2,62.0,86.8,74.4,7.4,49.0,36.8,5.32,6,0,1,1,63.2,49.8,77.1,8.0,70.7,59.5,0.25,7.05
STU_09025,strong,5,7.68,8.22,6.77,1.45,88.1,84.1,89.6,100.0,72.6,6.4,58.7,39.8,6.66,4,0,4,0,78.2,72.3,92.5,8.3,82.4,73.9,0.5,8.88
STU_09026,above_avg,4,4.43,3.68,5.11,-1.43,69.3,68.4,41.0,41.4,52.4,6.7,62.8,45.9,6.52,7,1,0,5,45.8,27.7,67.2,11.4,60.5,39.9,0.38,5.33
STU_09027,strong,3,8.97,9.11,9.26,-0.15,90.6,93.1,76.6,79.0,60.6,5.7,64.2,31.9,6.32,6,0,5,0,80.1,67.5,90.6,7.3,81.5,79.4,0.25,9.45
STU_09028,below_avg,3,0.75,1.26,0.0,1.26,58.0,44.7,30.5,43.5,53.6,2.6,71.1,19.3,6.67,6,5,0,5,28.1,2.0,51.3,16.5,36.8,23.8,0.25,1.09
STU_09029,average,3,2.57,3.32,0.95,2.37,78.1,72.4,47.3,51.9,55.4,6.0,58.2,68.5,5.65,6,2,0,4,43.1,27.8,53.7,9.9,45.9,41.7,0.25,2.14
STU_09030,topper,4,9.66,10.0,9.58,0.42,93.7,92.2,90.5,100.0,87.8,12.1,65.0,0.0,5.78,7,0,7,0,93.0,85.8,100.0,5.7,100.0,90.3,0.38,9.56
STU_09031,strong,3,7.8,8.0,7.16,0.84,97.0,84.0,86.1,67.1,54.5,6.2,50.7,39.6,7.44,6,0,5,0,74.2,67.9,86.6,5.9,78.9,71.8,0.25,7.05
STU_09032,below_avg,4,0.0,0.0,0.79,-0.79,63.1,39.2,4.8,17.1,23.4,3.0,42.1,2.6,7.77,7,7,0,7,9.4,2.0,17.5,5.5,16.4,6.6,0.38,0.0
STU_09033,struggling,7,0.0,0.0,0.62,-0.62,36.4,47.6,12.7,10.2,20.4,2.1,53.6,27.8,7.43,3,3,0,3,11.9,6.4,17.7,4.6,9.1,17.7,0.75,0.0
STU_09034,topper,6,8.98,9.0,10.0,-1.0,98.6,94.2,72.4,93.6,72.6,12.9,61.4,64.3,6.83,4,0,4,0,83.7,73.0,91.4,6.9,87.3,73.0,0.62,10.0
STU_09035,improving,4,3.3,4.64,2.42,2.22,91.8,78.8,55.9,83.1,53.9,7.5,46.7,67.7,7.82,7,1,2,3,55.5,36.0,80.3,14.7,76.0,47.3,0.38,6.44
STU_09036,failing,3,0.0,0.0,0.0,0.0,35.8,16.8,6.5,16.3,26.7,0.2,15.2,29.3,7.72,6,6,0,6,10.5,2.0,23.5,8.2,9.9,10.8,0.25,0.0
STU_09037,above_avg,7,7.94,7.0,8.62,-1.62,65.1,84.4,72.4,68.0,79.9,4.4,72.6,35.1,7.17,3,0,2,0,73.7,56.5,90.7,14.0,82.3,56.5,0.75,8.0
STU_09038,average,5,3.18,2.33,4.68,-2.35,72.1,62.4,37.9,65.7,59.2,2.5,61.4,36.1,6.54,4,2,0,3,42.9,27.0,55.7,10.9,41.4,44.4,0.5,3.25
STU_09039,struggling,7,0.0,0.0,0.0,0.0,51.1,40.6,4.5,16.1,31.4,0.4,51.6,47.4,5.93,3,3,0,3,9.0,2.0,22.8,9.8,12.5,2.0,0.75,0.0
STU_09040,strong,7,8.16,6.5,9.5,-3.0,97.7,94.1,75.8,99.6,70.8,8.1,64.7,14.0,7.67,3,0,2,1,69.4,45.8,83.9,16.9,81.2,45.8,0.75,6.5
STU_09041,below_avg,3,1.91,1.26,2.53,-1.27,68.9,31.5,24.8,53.0,41.1,1.7,55.7,54.0,6.23,6,4,0,6,33.5,15.5,45.2,9.7,37.3,31.6,0.25,0.23
STU_09042,struggling,5,0.0,0.0,0.0,0.0,36.8,37.7,19.5,27.3,9.0,0.1,31.8,14.7,6.21,4,4,0,4,19.1,8.4,27.9,7.1,23.2,15.1,0.5,0.0
STU_09043,strong,4,7.77,8.32,7.32,1.0,76.6,84.8,76.9,100.0,67.2,8.0,73.2,51.0,6.69,7,0,6,0,77.4,59.1,98.5,11.7,88.5,73.0,0.38,8.33
STU_09044,strong,3,8.36,7.68,9.16,-1.48,95.4,91.4,75.9,92.7,81.7,7.7,50.9,68.5,6.11,6,0,3,0,72.6,51.9,88.6,11.9,84.8,66.4,0.25,7.18
STU_09045,below_avg,3,0.0,0.63,0.0,0.63,65.1,46.8,22.6,56.8,34.5,2.2,27.6,25.3,6.41,6,5,0,5,24.3,2.0,51.7,15.0,39.9,16.6,0.25,0.0
STU_09046,topper,4,10.0,10.0,10.0,0.0,96.5,88.0,92.8,94.8,95.0,13.9,67.1,32.1,6.58,7,0,7,0,93.8,86.8,100.0,5.5,99.6,91.5,0.38,10.0
STU_09047,below_avg,6,4.45,2.62,5.56,-2.94,69.0,50.0,44.9,47.6,33.6,2.0,45.9,25.3,6.58,4,2,0,4,36.5,24.6,45.6,8.1,34.7,42.1,0.62,0.0
STU_09048,struggling,3,0.36,0.0,0.0,0.0,45.9,37.6,5.3,30.9,0.0,1.5,14.0,76.8,6.02,6,6,0,6,8.7,2.0,20.0,7.9,19.6,3.2,0.25,0.0
STU_09049,above_avg,6,5.42,6.0,4.22,1.78,79.6,70.9,57.5,72.5,56.5,5.7,46.5,67.5,7.7,4,0,2,2,58.1,43.6,72.1,13.5,62.3,45.6,0.62,6.0
STU_09050,below_avg,3,0.84,1.68,0.32,1.36,58.6,39.0,21.4,44.9,43.7,2.9,37.7,50.6,6.34,6,3,0,5,28.8,2.0,55.3,20.5,50.0,18.1,0.25,2.0
STU_09051,above_avg,6,5.9,6.0,5.78,0.22,75.5,75.7,50.4,58.8,65.1,7.4,66.5,19.8,6.68,4,0,0,1,60.1,48.0,69.5,8.3,61.0,57.3,0.62,7.5
STU_09052,average,5,6.18,4.33,7.68,-3.35,65.9,54.9,48.5,78.9,76.9,2.0,58.5,40.5,5.89,4,1,1,1,55.3,36.8,70.6,12.7,66.5,44.1,0.5,2.88
STU_09053,average,4,0.75,1.41,0.42,0.99,71.0,71.6,29.8,65.3,51.0,3.5,47.0,45.7,6.72,7,5,0,5,40.1,25.1,64.8,14.8,51.3,35.6,0.38,6.11
STU_09054,strong,4,7.46,7.36,7.84,-0.48,91.2,83.5,69.4,70.0,64.3,8.9,78.3,48.6,6.04,7,0,4,0,69.8,59.9,80.4,6.1,76.1,67.3,0.38,9.56
STU_09055,average,4,1.37,1.91,0.74,1.17,71.0,75.6,35.6,39.2,40.3,4.7,48.5,20.5,5.52,7,4,0,6,40.3,30.3,51.8,7.0,44.2,38.7,0.38,1.78
STU_09056,failing,6,0.17,0.0,0.0,0.0,11.3,12.4,6.1,29.1,9.3,0.0,34.2,29.4,6.59,4,4,0,4,6.0,2.0,11.8,4.2,7.3,2.0,0.62,0.0
STU_09057,below_avg,5,0.5,0.0,0.0,0.0,71.7,40.8,28.5,19.4,27.3,3.1,32.2,25.2,5.37,4,4,0,4,22.8,2.0,33.8,12.4,17.9,27.7,0.5,0.5
STU_09058,average,5,2.2,3.0,1.68,1.32,76.5,56.1,50.5,60.5,59.4,5.1,44.4,17.8,6.07,4,1,0,2,48.2,31.1,59.1,10.5,56.4,40.2,0.5,2.88
STU_09059,strong,3,8.36,8.32,8.32,0.0,87.1,75.6,69.7,84.1,72.0,9.8,62.8,0.0,5.96,6,0,4,0,76.2,66.0,85.4,7.1,83.5,72.6,0.25,9.27
STU_09060,inconsistent,4,6.94,4.77,9.0,-4.23,48.5,36.1,57.5,60.6,60.5,9.0,82.6,43.6,4.67,7,1,2,3,55.7,36.0,77.6,14.2,74.3,48.2,0.38,9.67
STU_09061,above_avg,4,6.43,5.95,6.63,-0.68,77.5,66.3,50.5,69.0,50.1,7.8,62.9,27.3,6.67,7,0,1,2,57.7,45.1,72.3,9.5,67.8,53.7,0.38,7.11
STU_09062,below_avg,3,1.08,1.16,0.63,0.53,65.7,49.9,20.5,41.7,50.6,2.8,66.5,36.4,4.56,6,4,0,5,27.7,11.7,50.5,14.3,34.1,24.5,0.25,0.23
STU_09063,strong,4,7.91,7.82,7.79,0.03,87.1,77.4,80.4,97.0,58.0,9.0,62.0,55.6,7.51,7,0,4,1,76.4,49.9,94.8,15.9,91.4,70.4,0.38,9.11
STU_09064,topper,3,10.0,10.0,10.0,0.0,98.0,92.5,90.3,100.0,99.9,13.5,64.1,80.6,7.17,6,0,6,0,94.3,84.6,100.0,5.5,96.3,93.3,0.25,10.0
